"KEY","en","notes","sp","fr","de","it","pt-br"
"SONG_UNLOCK_JUNKYARD","「Chumbucket Kitty」已加入電台播放清單！","","¡Se ha añadido «Chumbucket Kitty» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio !","„Chumbucket Kitty“ kann jetzt im Radio laufen!","Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_CAVES","「Crystalline Dreams」已加入電台播放清單！","","¡Se ha añadido «Crystalline Dreams» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio !","„Crystalline Dreams“ kann jetzt im Radio laufen!","Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_BONEYARD","「Them Kitty Bones」已加入電台播放清單！","","¡Se ha añadido «Them Kitty Bones» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio !","„Them Kitty Bones“ kann jetzt im Radio laufen!","Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_MEATWORLD","「Sweet Delicious」已加入電台播放清單！","","¡Se ha añadido «Sweet Delicious» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio !","„Sweet Delicious“ kann jetzt im Radio laufen!","Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_THROBBINGKING","「Throbbing King」已加入電台播放清單！","","¡Se ha añadido «Throbbing King» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio !","„Throbbing King“ kann jetzt im Radio laufen!","Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_GUILLOTINA","「Guillotina」已加入電台播放清單！","","¡Se ha añadido «Guillotina» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio !","„Guillotina“ kann jetzt im Radio laufen!","Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_DESERT","「Lonesome Road」已加入電台播放清單！","","¡Se ha añadido «Lonesome Road» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio !","„Lonesome Road“ kann jetzt im Radio laufen!","Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_CRATER","「Feline Invader」已加入電台播放清單！","","¡Se ha añadido «Feline Invader» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio !","„Feline Invader“ kann jetzt im Radio laufen!","Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_BUNKER","「Alone in the Dark」已加入電台播放清單！","","¡Se ha añadido «Alone in the Dark» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio !","„Alone in the Dark“ kann jetzt im Radio laufen!","Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_MOON","「So High」已加入電台播放清單！","","¡Se ha añadido «So High» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio !","„So High“ kann jetzt im Radio laufen!","Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_CORE","「Down with the Devil」已加入電台播放清單！","","¡Se ha añadido «Down with the Devil» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio !","„Down with the Devil“ kann jetzt im Radio laufen!","Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_DIMENSIONX","「Chaos」已加入電台播放清單！","","¡Se ha añadido «Chaos» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio !","„Chaos“ kann jetzt im Radio laufen!","Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_SCRAMBLED","「混亂重排」已加入電台播放清單！","","¡Se ha añadido «Scrambled» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio !","„Scrambled“ kann jetzt im Radio laufen!","Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_KAIJUS","「Brush Your Teeth」已加入電台播放清單！","","¡Se ha añadido «Brush Your Teeth» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio !","„Brush Your Teeth“ kann jetzt im Radio laufen!","Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_LAB","「Endless Misery」已加入電台播放清單！","","¡Se ha añadido «Endless Misery» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio !","„Endless Misery“ kann jetzt im Radio laufen!","Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_FUTURE","「Humanicide」已加入電台播放清單！","","¡Se ha añadido «Humanicide» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio !","„Humanicide“ kann jetzt im Radio laufen!","Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_ICEAGE","「Mom I Really Hate You」已加入電台播放清單！","","¡Se ha añadido «Mom I Really Hate You» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio !","„Mom I Really Hate You“ kann jetzt im Radio laufen!","Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_THEEND","「We're Dead」已加入電台播放清單！","","¡Se ha añadido «We're Dead» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio !","„We're Dead“ kann jetzt im Radio laufen!","Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_JURASSIC","「Tuff」已加入電台播放清單！","","¡Se ha añadido «Tuff» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio !","„Tuff“ kann jetzt im Radio laufen!","Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_THEINFINITE","「Angel Wings」已加入電台播放清單！","","¡Se ha añadido «Angel Wings» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio !","„Angel Wings“ kann jetzt im Radio laufen!","Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_FINALBOSS","「Dig Your Own Grave」已加入電台播放清單！","","¡Se ha añadido «Dig Your Own Grave» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio !","„Dig Your Own Grave“ kann jetzt im Radio laufen!","Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_TERMINATOR","「Taser Paws」已加入電台播放清單！","","¡Se ha añadido «Taser Paws» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio !","„Taser Paws“ kann jetzt im Radio laufen!","Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_HITLERIII","「Crack of Doom」已加入電台播放清單！","","¡Se ha añadido «Crack of Doom» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio !","„Crack of Doom“ kann jetzt im Radio laufen!","Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_CHAOS_FORWARD","「Crazy Days」已加入電台播放清單！","","¡Se ha añadido «Crazy Days» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio !","„Crazy Days“ kann jetzt im Radio laufen!","Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!"
"SONG_UNLOCK_CHAOS_BACKWARD","「Bolt of Lightning」已加入電台播放清單！","","¡Se ha añadido «Bolt of Lightning» a la lista de la radio!","Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio !","„Bolt of Lightning“ kann jetzt im Radio laufen!","Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!"
"","","","","","","",""
"ITEM_UNLOCK_GENERIC","「{item}」已解鎖！","","Se ha desbloqueado un objeto: ¡{item}!","«&nbsp;{item}&nbsp;» est maintenant disponible !","„{item}“ wurde freigeschaltet!","Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!"
"","","","","","","",""
"CUTSCENE_GUILLOTINA_1","Guillotina 正朝你而來！","","¡Guillotina va a por ti!","Guillotina en a après vous !","Guillotina kommt, um dich zu holen!","Guillotina sta venendo a prenderti!","Guilhotina está vindo atrás de você!"
"CUTSCENE_GUILLOTINA_1_REMATCH","Guillotina 正朝你而來！","","¡Guillotina va a por ti!","Guillotina en a après vous !","Guillotina kommt, um dich zu holen!","Guillotina sta venendo a prenderti!","Guilhotina está vindo atrás de você!"
"CUTSCENE_GUILLOTINA_2","Guillotina 回來了！","","¡Guillotina vuelve!","Guillotina est revenue !","Guillotina kehrt zurück!","Guillotina sta tornando!","Guilhotina está voltando!"
"CUTSCENE_GUILLOTINA_2_REMATCH","Guillotina 回來了！","","¡Guillotina vuelve!","Guillotina est revenue !","Guillotina kehrt zurück!","Guillotina sta tornando!","Guilhotina está voltando!"
"CUTSCENE_GUILLOTINA_3","Guillotina 來復仇了！","","¡Guillotina tiene sed de venganza!","Guillotina cherche à se venger !","Guillotina hat es auf Rache abgesehen!","Guillotina vuole vendetta!","Guilhotina está em busca de vingança!"
"CUTSCENE_GUILLOTINA_3_REMATCH","Guillotina 來復仇了！","","¡Guillotina tiene sed de venganza!","Guillotina cherche à se venger !","Guillotina hat es auf Rache abgesehen!","Guillotina vuole vendetta!","Guilhotina está em busca de vingança!"
"CUTSCENE_PYROPHINA","普羅菲娜 正在趕來！","","¡Pyrophina está en camino!","Pyrophina est en chemin !","Pyrophina ist auf dem Weg!","Pyrophina è in arrivo!","Pyrophina está a caminho!"
"CUTSCENE_PYROPHINA_REMATCH","普羅菲娜 正在趕來！","","¡Pyrophina está en camino!","Pyrophina est en chemin !","Pyrophina ist auf dem Weg!","Pyrophina è in arrivo!","Pyrophina está a caminho!"
"CUTSCENE_ZARATANA","扎拉塔娜 正在趕來！","","¡Zaratana está en camino!","Zaratana est en chemin !","Zaratana ist auf dem Weg!","Zaratana è in arrivo!","Zaratana está a caminho!"
"CUTSCENE_ZARATANA_REMATCH","扎拉塔娜 正在趕來！","","¡Zaratana está en camino!","Zaratana est en chemin !","Zaratana ist auf dem Weg!","Zaratana è in arrivo!","Zaratana está a caminho!"
"CUTSCENE_KAIJUFIGHT","怪獸們把戰鬥帶到你面前了！","","¡Los kaijus te involucran en su enfrentamiento!","Les kaijus cherchent la bagarre !","Die Kaijus wollen kämpfen!","I kaijus vogliono combattere!","Os kaijus estão trazendo a luta até você!"
"CUTSCENE_KAIJUFIGHT_REMATCH","怪獸們把戰鬥帶到你面前了！","","¡Los kaijus te involucran en su enfrentamiento!","Les kaijus cherchent la bagarre !","Die Kaijus wollen kämpfen!","I kaijus vogliono combattere!","Os kaijus estão trazendo a luta até você!"
"CUTSCENE_TERMINATOR_1","C-800 正在追獵你！","","¡El C-800 te busca!","C-800 vous cherche !","Der C-800 ist auf der Suche nach dir!","Il C-800 ti cerca!","G-800 está procurando você!"
"CUTSCENE_TERMINATOR_1_REMATCH","C-800 正在追獵你！","","¡El C-800 te busca!","C-800 vous cherche !","Der C-800 ist auf der Suche nach dir!","Il C-800 ti cerca!","G-800 está procurando você!"
"CUTSCENE_TERMINATOR_2","C-1000 正在獵殺中！","","¡El C-1000 está al acecho!","C-1000 vous traque !","Der C-1000 geht auf Beutejagd!","Il C-1000 è in agguato!","G-1000 está à espreita!"
"CUTSCENE_TERMINATOR_2_REMATCH","C-1000 正在獵殺中！","","¡El C-1000 está al acecho!","C-1000 vous traque !","Der C-1000 geht auf Beutejagd!","Il C-1000 è in agguato!","G-1000 está à espreita!"
"CUTSCENE_TERMINATOR_3","希特勒回來了！","","¡Hitler ha vuelto!","Hitler est de retour !","Hitler ist zurückgekehrt!","Hitler è tornato!","Hitler voltou!"
"CUTSCENE_TERMINATOR_3_REMATCH","希特勒回來了！","","¡Hitler ha vuelto!","Hitler est de retour !","Hitler ist zurückgekehrt!","Hitler è tornato!","Hitler voltou!"
"","","","","","","",""
"//npc favor unlocks","","","","","","",""
"FAVOR_BEANIES_INTRO","一份特殊委託。","","Un encargo especial.","Un travail spécial.","Eine ganz besondere Aufgabe.","Un incarico speciale.","Um trabalho especial."
"FAVOR_BEANIES_REPEAT","一件支線任務道具。","","Un objeto de misión secundaria.","Un objet de quête secondaire.","Ein Gegenstand für eine Nebenquest.","Un oggetto per una missione secondaria.","Um item de missão secundária."
"FAVOR_BUTCH_UPGRADE","升級你的道具儲存空間。","","Mejora tu almacén de objetos.","Une amélioration pour le rangement de vos objets.","Wertet deinen Lagerplatz auf.","Potenzia il deposito oggetti.","Aprimore seu armazenamento de itens."
"FAVOR_TINK_BOW","這是祕密！","","¡Es un secreto!","C'est un secret !","Ein Geheimnis!","È un segreto!","É segredo!"
"FAVOR_TINK_TAGS","幫助整理貓咪的工具。","","Algo para ayudarte a organizar los gatos.","Quelque chose pour mieux organiser vos chats.","Etwas, das dir hilft, deine Katzen zu sortieren.","Qualcosa per aiutarti a organizzare i tuoi gatti.","Algo para ajudar você a organizar seus gatos."
"FAVOR_TINK_BASESTATS","幫助培育貓咪的資訊。","","Información para ayudarte a hacer que los gatos se apareen.","Des informations pour le croisement des chats.","Information über das Züchten von Katzen.","Informazioni per aiutarti ad allevare i gatti.","Informações para ajudar a cruzar gatos."
"FAVOR_TINK_INBREEDING","查看貓咪血統的方法。","","Una forma de comprobar la ascendencia de un gato.","Une manière d'en savoir plus sur la généalogie d'un chat.","Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.","Un modo per verificare la discendenza di un gatto.","Uma forma de conferir a árvore genealógica do seu gato."
"FAVOR_TINK_AGRESSION","幫助理解貓咪個性的資訊。","","Información para comprender mejor la personalidad de un gato.","Des informations pour comprendre la personnalité d'un chat.","Infos über die Persönlichkeit deiner Katzen.","Informazioni per aiutarti a capire la personalità di un gatto.","Informações para ajudar você a compreender a personalidade de um gato."
"FAVOR_TINK_SEXUALITY","同志雷達。","","Gaydar.","Un gaydar.","Gaydar.","Gaydar.","Gaydar."
"FAVOR_TINK_RELATIONSHIPS","幫助理解貓咪關係的資訊。","","Información para comprender mejor las relaciones de un gato.","Des informations pour comprendre les relations d'un chat.","Infos über die Beziehungen deiner Katzen.","Informazioni per aiutarti a capire le relazioni di un gatto.","Informações para ajudar você a compreender os relacionamentos de um gato."
"FAVOR_TINK_MAX","25 枚硬幣","","25 monedas.","25&nbsp;pièces.","25&nbsp;Münzen","25 monete.","25 moedas."
"FAVOR_FRANK_ATTIC","一間閣樓。","","Un desván.","Un grenier.","Ein Dachboden.","Una soffitta.","Um sótão."
"FAVOR_FRANK_ROOM","你家中的另一個房間。","","Otra habitación para tu casa.","Une autre pièce dans votre maison.","Ein neues Zimmer für dein Haus.","Un'altra stanza per la tua casa.","Outro cômodo para a sua casa."
"FAVOR_FRANK_PARASITE","一種隨機寄生蟲。","","Un parásito al azar.","Un parasite au hasard.","Ein zufälliger Parasit.","Un parassita casuale.","Um parasita aleatório."
"FAVOR_JACK_UPGRADE","更多可購買家具。","","Más muebles a la venta.","Plus de meubles à vendre.","Mehr Möbel zum Verkauf.","Altri mobili in vendita.","Mais móveis à venda."
"FAVOR_JACK_MAX","提升商店出現稀有家具的機率。","","Aumenta la probabilidad de que haya muebles inusuales en la tienda.","Augmentation de la probabilité de meubles rares dans la boutique.","Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.","Aumenta la probabilità di trovare mobili rari nel negozio.","Aumenta a chance de móveis raros na loja."
"FAVOR_TRACY_FOOD","補進一箱食物。","","Pone a la venta una caja de comida.","Garde une boîte de nourriture.","Bietet eine Futterbox zum Verkauf an.","Contiene una scatola di cibo.","Armazena uma caixa de comida."
"FAVOR_TRACY_COLLAR","補進一個空白項圈。","","Pone a la venta un collar en blanco.","Garde un collier vierge.","Bietet ein leeres Halsband zum Verkauf an.","Contiene un collare in bianco.","Armazena uma coleira vazia."
"FAVOR_TRACY_IDOL","補進一個特殊家具神像。","","Pone a la venta un ídolo, un mueble especial.","Garde une idole spéciale.","Bietet ein besonderes Idol zum Verkauf an.","Contiene un idolo d'arredamento speciale.","Armazena um ídolo de móvel especial."
"FAVOR_TRACY_RARE","以便宜價格補進一件隨機稀有道具。","","Pone a la venta un objeto inusual barato al azar.","Garde un objet rare aléatoire pour pas cher.","Bietet einen zufälligen seltenen Gegenstand zum Sonderpreis an.","Contiene un oggetto raro casuale a basso prezzo.","Armazena um item raro aleatório de baixo custo."
"FAVOR_GRINDER_UPGRADE","從失敗冒險中回收更多物資。","","Recupera más cosas de las partidas perdidas.","Récupère plus d'objets des parties perdues.","Rettet mehr Gegenstände nach verlorenen Abenteuern.","Recupera più oggetti dalle partite fallite.","Recupera mais coisas de partidas perdidas."
"FAVOR_GRINDER_SYRINGE","一支隨機病症針劑。","","Una jeringuilla que inflige un trastorno al azar.","Une seringue d'un trouble au hasard.","Eine Spritze mit einer zufälligen Krankheit.","Una siringa per un disturbo casuale.","Uma seringa com um transtorno aleatório."
